book_id,title,category_id,library_id,publisher_id,author_id,quantity
B-346,The Artist's Way: A Spiritual Path to Higher Creativity,C-12,L-02,P-60,A-169,7
B-347,So You've Been Publicly Shamed,C-12,L-01,P-55,A-113,9
B-348,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",C-12,L-03,P-07,A-288,3
B-349,Big Magic: Creative Living Beyond Fear,C-12,L-04,P-26,A-107,6
B-350,Becoming Wise: An Inquiry into the Mystery and Art of Living,C-12,L-01,P-35,A-211,8
B-351,Agnostic: A Spirited Manifesto,C-12,L-02,P-59,A-334,10
B-352,Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity,C-12,L-07,P-27,A-244,10
B-353,What's It Like in Space?: Stories from Astronauts Who've Been There,C-12,L-01,P-30,A-209,6
B-354,The Year of Magical Thinking,C-12,L-01,P-60,A-290,6
B-355,The Literature Book (Big Ideas Simply Explained),C-12,L-08,P-24,A-93,6
B-356,The Bad-Ass Librarians of Timbuktu: And Their Race to Save the Worldâs Most Precious Manuscripts,C-12,L-01,P-15,A-97,3
B-357,Swell: A Year of Waves,C-12,L-03,P-10,A-10,8
B-358,No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,C-12,L-02,P-11,A-73,7
B-359,Looking for Lovely: Collecting the Moments that Matter,C-12,L-03,P-52,A-313,4
B-360,Let It Out: A Journey Through Journaling,C-12,L-03,P-14,A-21,9
B-361,Hamilton: The Revolution,C-12,L-03,P-39,A-236,1
B-362,"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",C-12,L-07,P-20,A-193,3
B-363,"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",C-12,L-01,P-46,A-342,9
B-364,Buying In: The Secret Dialogue Between What We Buy and Who We Are,C-12,L-07,P-32,A-298,1
B-365,Brain on Fire: My Month of Madness,C-12,L-02,P-14,A-338,3
B-366,Abstract City,C-12,L-05,P-07,A-262,6
B-367,13 Hours: The Inside Account of What Really Happened In Benghazi,C-12,L-04,P-13,A-18,2
B-368,The Lonely City: Adventures in the Art of Being Alone,C-12,L-05,P-19,A-246,10
B-369,The Diary of a Young Girl,C-12,L-01,P-26,A-14,7
B-370,Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,C-12,L-07,P-28,A-186,8
B-371,Furiously Happy: A Funny Book About Horrible Things,C-12,L-01,P-12,A-53,8
B-372,"The Sleep Revolution: Transforming Your Life, One Night at a Time",C-12,L-04,P-16,A-244,9
B-373,"Mother, Can You Not?",C-12,L-05,P-24,A-122,6
B-374,A Mother's Reckoning: Living in the Aftermath of Tragedy,C-12,L-04,P-14,A-51,4
B-375,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",C-12,L-05,P-07,A-110,1
B-376,Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,C-12,L-02,P-11,A-316,2
B-377,"Zero to One: Notes on Startups, or How to Build the Future",C-12,L-03,P-31,A-323,8
B-378,Why Not Me?,C-12,L-05,P-45,A-130,5
B-379,When Breath Becomes Air,C-12,L-03,P-49,A-207,7
B-380,"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",C-12,L-01,P-08,A-260,10
B-381,Smarter Faster Better: The Secrets of Being Productive in Life and Business,C-12,L-07,P-59,A-147,5
B-382,Rising Strong,C-12,L-07,P-34,A-114,9
B-383,Man's Search for Meaning,C-12,L-04,P-35,A-95,1
B-384,"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",C-12,L-02,P-20,A-09,4
B-385,Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,C-12,L-07,P-32,A-72,7
B-386,I Will Find You,C-12,L-08,P-10,A-161,10
B-387,Brazen: The Courage to Find the You That's Been Hiding,C-12,L-02,P-20,A-85,1
B-388,Between the World and Me,C-12,L-01,P-15,A-170,4
B-389,Being Mortal: Medicine and What Matters in the End,C-12,L-02,P-46,A-325,7
B-390,"A Murder Over a Girl: Justice, Gender, Junior High",C-12,L-04,P-42,A-31,9
B-391,For the Love: Fighting for Grace in a World of Impossible Standards,C-12,L-02,P-24,A-94,8
B-392,Finding God in the Ruins: How God Redeems Pain,C-12,L-08,P-04,A-34,6
B-393,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,C-12,L-04,P-22,A-169,2
B-394,In Cold Blood,C-12,L-05,P-48,A-139,7
B-395,"Girl, Interrupted",C-12,L-01,P-17,A-309,5
B-396,Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,C-12,L-04,P-58,A-87,2
B-397,Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,C-12,L-02,P-32,A-147,10
B-398,My Mother Was Nuts,C-12,L-02,P-31,A-109,4
B-399,"Data, A Love Story: How I Gamed Online Dating to Meet My Match",C-12,L-04,P-21,A-340,10
B-400,The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,C-12,L-03,P-23,A-06,6
B-401,The Gunning of America: Business and the Making of American Gun Culture,C-12,L-06,P-39,A-329,10
B-402,The Geography of Bliss: One Grump's Search for the Happiest Places in the World,C-12,L-08,P-52,A-85,10
B-403,God Is Not Great: How Religion Poisons Everything,C-12,L-05,P-27,A-264,10
B-404,We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,C-12,L-02,P-32,A-238,7
B-405,Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,C-12,L-07,P-48,A-121,8
B-406,"Unstuffed: Decluttering Your Home, Mind, and Soul",C-12,L-07,P-33,A-144,10
B-407,Under the Banner of Heaven: A Story of Violent Faith,C-12,L-08,P-55,A-180,7
B-408,"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",C-12,L-05,P-47,A-224,2
B-409,The Name of God is Mercy,C-12,L-03,P-08,A-138,3
B-410,Stiff: The Curious Lives of Human Cadavers,C-12,L-03,P-40,A-347,10
B-411,Spilled Milk: Based on a True Story,C-12,L-04,P-48,A-200,5
B-412,"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",C-12,L-03,P-01,A-104,9
B-413,Outliers: The Story of Success,C-12,L-07,P-12,A-106,1
B-414,Notes from a Small Island (Notes From a Small Island #1),C-12,L-04,P-30,A-252,1
B-415,Night (The Night Trilogy #1),C-12,L-02,P-09,A-135,3
B-416,"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",C-12,L-02,P-34,A-268,4
B-417,Letter to a Christian Nation,C-12,L-03,P-16,A-76,8
B-418,Let's Pretend This Never Happened: A Mostly True Memoir,C-12,L-07,P-17,A-113,8
B-419,It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,C-12,L-03,P-17,A-269,2
B-420,Into the Wild,C-12,L-01,P-20,A-88,6
B-421,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",C-12,L-03,P-11,A-121,10
B-422,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,C-12,L-03,P-38,A-116,9
B-423,Gratitude,C-12,L-05,P-53,A-94,4
B-424,Disrupted: My Misadventure in the Start-Up Bubble,C-12,L-07,P-56,A-57,6
B-425,Brave Enough,C-12,L-05,P-57,A-347,7
B-426,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",C-12,L-01,P-35,A-244,10
B-427,Blink: The Power of Thinking Without Thinking,C-12,L-03,P-08,A-244,9
B-428,Black Flags: The Rise of ISIS,C-12,L-07,P-42,A-115,6
B-429,Are We Smart Enough to Know How Smart Animals Are?,C-12,L-01,P-09,A-239,7
B-430,A Walk in the Woods: Rediscovering America on the Appalachian Trail,C-12,L-04,P-59,A-194,6
B-431,"The Suffragettes (Little Black Classics, #96)",C-12,L-05,P-40,A-192,9
B-432,Kindle Paperwhite User's Guide,C-12,L-05,P-13,A-01,3
B-433,H is for Hawk,C-12,L-03,P-47,A-215,2
B-434,Travels with Charley: In Search of America,C-12,L-05,P-20,A-123,10
B-435,The Tumor,C-12,L-07,P-32,A-122,4
B-436,The End of the Jesus Era (An Investigation #1),C-12,L-05,P-53,A-263,3
B-437,"Eat, Pray, Love",C-12,L-05,P-57,A-310,9
B-438,Rip it Up and Start Again,C-13,L-03,P-29,A-215,10
B-439,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",C-13,L-03,P-55,A-245,3
B-440,How Music Works,C-13,L-01,P-11,A-185,9
B-441,Love Is a Mix Tape (Music #1),C-13,L-02,P-23,A-128,7
B-442,Please Kill Me: The Uncensored Oral History of Punk,C-13,L-05,P-21,A-350,7
B-443,Kill 'Em and Leave: Searching for James Brown and the American Soul,C-13,L-03,P-59,A-42,2
B-444,"Chronicles, Vol. 1",C-13,L-03,P-47,A-243,5
B-445,This Is Your Brain on Music: The Science of a Human Obsession,C-13,L-01,P-50,A-291,2
B-446,"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",C-13,L-03,P-26,A-06,9
B-447,No One Here Gets Out Alive,C-13,L-05,P-07,A-230,1
B-448,Life,C-13,L-04,P-57,A-215,3
B-449,Old Records Never Die: One Man's Quest for His Vinyl and His Past,C-13,L-05,P-13,A-286,5
B-450,Forever Rockers (The Rocker #12),C-13,L-02,P-54,A-229,1
B-451,Mesaerion: The Best Science Fiction Stories 1800-1849,C-14,L-06,P-23,A-273,10
B-452,Join,C-14,L-01,P-08,A-118,5
B-453,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",C-14,L-08,P-31,A-43,2
B-454,The Project,C-14,L-07,P-28,A-280,1
B-455,Soft Apocalypse,C-14,L-03,P-30,A-225,8
B-456,Sleeping Giants (Themis Files #1),C-14,L-02,P-48,A-286,6
B-457,Arena,C-14,L-07,P-12,A-334,10
B-458,Foundation (Foundation (Publication Order) #1),C-14,L-01,P-14,A-355,8
B-459,The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),C-14,L-03,P-49,A-42,10
B-460,Ready Player One,C-14,L-05,P-39,A-311,3
B-461,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",C-14,L-06,P-08,A-318,1
B-462,Dune (Dune #1),C-14,L-07,P-24,A-115,4
B-463,Do Androids Dream of Electric Sheep? (Blade Runner #1),C-14,L-03,P-20,A-287,3
B-464,Three Wishes (River of Time: California #1),C-14,L-03,P-30,A-280,9
B-465,The Last Girl (The Dominion Trilogy #1),C-14,L-01,P-59,A-140,2
B-466,Having the Barbarian's Baby (Ice Planet Barbarians #7.5),C-14,L-06,P-24,A-75,4
B-467,The Book of Basketball: The NBA According to The Sports Guy,C-15,L-08,P-52,A-237,3
B-468,"Friday Night Lights: A Town, a Team, and a Dream",C-15,L-06,P-56,A-358,10
B-469,Sugar Rush (Offensive Line #2),C-15,L-05,P-45,A-93,9
B-470,Settling the Score (The Summer Games #1),C-15,L-05,P-21,A-199,2
B-471,Icing (Aces Hockey #2),C-15,L-08,P-55,A-315,7
B-472,Unicorn Tracks,C-16,L-02,P-45,A-169,4
B-473,"Saga, Volume 6 (Saga (Collected Editions) #6)",C-16,L-05,P-25,A-37,9
B-474,Princess Between Worlds (Wide-Awake Princess #5),C-16,L-02,P-33,A-138,4
B-475,Masks and Shadows,C-16,L-02,P-32,A-133,3
B-476,Crown of Midnight (Throne of Glass #2),C-16,L-08,P-51,A-182,9
B-477,"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",C-16,L-08,P-42,A-286,6
B-478,A Court of Thorns and Roses (A Court of Thorns and Roses #1),C-16,L-06,P-24,A-167,7
B-479,Throne of Glass (Throne of Glass #1),C-16,L-06,P-58,A-352,8
B-480,The Glittering Court (The Glittering Court #1),C-16,L-02,P-41,A-291,9
B-481,Hollow City (Miss Peregrineâs Peculiar Children #2),C-16,L-05,P-16,A-210,9
B-482,The Star-Touched Queen,C-16,L-05,P-35,A-319,10
B-483,The Hidden Oracle (The Trials of Apollo #1),C-16,L-07,P-52,A-106,4
B-484,The Bane Chronicles (The Bane Chronicles #1-11),C-16,L-08,P-02,A-223,4
B-485,Island of Dragons (Unwanteds #7),C-16,L-07,P-31,A-242,1
B-486,Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),C-16,L-08,P-04,A-312,2
B-487,City of Glass (The Mortal Instruments #3),C-16,L-01,P-37,A-268,9
B-488,Searching for Meaning in Gailana,C-16,L-05,P-33,A-153,4
B-489,The Star-Touched Queen,C-16,L-06,P-59,A-326,6
B-490,A Shard of Ice (The Black Symphony Saga #1),C-16,L-03,P-54,A-59,10
B-491,King's Folly (The Kinsman Chronicles #1),C-16,L-02,P-26,A-109,5
B-492,Every Heart a Doorway (Every Heart A Doorway #1),C-16,L-07,P-05,A-54,10
B-493,A Gathering of Shadows (Shades of Magic #2),C-16,L-03,P-24,A-106,8
B-494,The Raven Boys (The Raven Cycle #1),C-16,L-06,P-08,A-267,7
B-495,The False Prince (The Ascendance Trilogy #1),C-16,L-07,P-47,A-241,5
B-496,Tell the Wind and Fire,C-16,L-01,P-05,A-227,1
B-497,A Feast for Crows (A Song of Ice and Fire #4),C-16,L-07,P-53,A-330,8
B-498,The Demonists (Demonist #1),C-16,L-03,P-15,A-200,9
B-499,The Beast (Black Dagger Brotherhood #14),C-16,L-01,P-29,A-361,4
B-500,Paper and Fire (The Great Library #2),C-16,L-06,P-53,A-198,10
B-501,Harry Potter and the Order of the Phoenix (Harry Potter #5),C-16,L-03,P-23,A-358,10
B-502,Harry Potter and the Half-Blood Prince (Harry Potter #6),C-16,L-06,P-44,A-44,6
B-503,Harry Potter and the Chamber of Secrets (Harry Potter #2),C-16,L-08,P-35,A-323,2
B-504,The Rose & the Dagger (The Wrath and the Dawn #2),C-16,L-03,P-34,A-354,10
B-505,Soldier (Talon #3),C-16,L-04,P-31,A-101,8
B-506,Midnight Riot (Peter Grant/ Rivers of London - books #1),C-16,L-07,P-06,A-175,5
B-507,Heir to the Sky,C-16,L-07,P-15,A-240,9
B-508,Eragon (The Inheritance Cycle #1),C-16,L-01,P-55,A-55,9
B-509,Darkfever (Fever #1),C-16,L-08,P-52,A-130,10
B-510,Ash,C-16,L-06,P-44,A-10,1
B-511,A Storm of Swords (A Song of Ice and Fire #3),C-16,L-04,P-34,A-76,3
B-512,Vampire Girl (Vampire Girl #1),C-16,L-01,P-20,A-90,9
B-513,The Silent Twin (Detective Jennifer Knight #3),C-16,L-07,P-21,A-40,7
B-514,The Mirror & the Maze (The Wrath and the Dawn #1.5),C-16,L-05,P-35,A-229,5
B-515,Sister Sable (The Mad Queen #1),C-16,L-03,P-30,A-287,8
B-516,Shadow Rites (Jane Yellowrock #10),C-16,L-07,P-34,A-207,2
B-517,Origins (Alphas 0.5),C-16,L-04,P-26,A-60,4
B-518,One Second (Seven #7),C-16,L-06,P-22,A-341,8
B-519,Myriad (Prentor #1),C-16,L-07,P-07,A-307,4
B-520,Without Borders (Wanderlove #1),C-17,L-03,P-13,A-99,5
B-521,The Mistake (Off-Campus #2),C-17,L-07,P-12,A-267,2
B-522,The Matchmaker's Playbook (Wingmen Inc. #1),C-17,L-07,P-25,A-53,4
B-523,The Hook Up (Game On #1),C-17,L-05,P-19,A-331,9
B-524,Shameless,C-17,L-04,P-27,A-179,4
B-525,Off Sides (Off #1),C-17,L-07,P-45,A-05,5
B-526,The Requiem Red,C-18,L-02,P-42,A-137,6
B-527,Set Me Free,C-18,L-08,P-54,A-140,9
B-528,The Natural History of Us (The Fine Art of Pretending #2),C-18,L-05,P-11,A-42,3
B-529,Obsidian (Lux #1),C-18,L-07,P-30,A-50,5
B-530,Burning,C-18,L-02,P-28,A-118,2
B-531,A Fierce and Subtle Poison,C-18,L-04,P-14,A-31,5
B-532,Scarlett Epstein Hates It Here,C-18,L-05,P-17,A-323,6
B-533,"Nightingale, Sing",C-18,L-04,P-46,A-330,9
B-534,Library of Souls (Miss Peregrineâs Peculiar Children #3),C-18,L-05,P-01,A-347,5
B-535,Frostbite (Vampire Academy #2),C-18,L-08,P-23,A-02,10
B-536,Wild Swans,C-18,L-05,P-28,A-199,5
B-537,Until Friday Night (The Field Party #1),C-18,L-08,P-41,A-241,7
B-538,This Is Where It Ends,C-18,L-04,P-05,A-116,1
B-539,The Darkest Lie,C-18,L-07,P-54,A-194,1
B-540,My Kind of Crazy,C-18,L-07,P-47,A-132,10
B-541,Don't Get Caught,C-18,L-07,P-28,A-268,6
B-542,Catching Jordan (Hundred Oaks),C-18,L-03,P-60,A-47,9
B-543,Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),C-18,L-01,P-19,A-67,7
B-544,The Epidemic (The Program 0.6),C-18,L-07,P-08,A-289,4
B-545,Stars Above (The Lunar Chronicles #4.5),C-18,L-01,P-59,A-86,7
B-546,No Love Allowed (Dodge Cove #1),C-18,L-01,P-30,A-244,5
B-547,"Exit, Pursued by a Bear",C-18,L-08,P-39,A-355,10
B-548,The Alien Club,C-18,L-06,P-23,A-74,1
B-549,Don't Forget Steven,C-18,L-06,P-29,A-223,9
B-550,South of Sunshine,C-18,L-06,P-16,A-166,5
B-551,My Life Next Door (My Life Next Door ),C-18,L-03,P-31,A-246,6
B-552,Future Shock (Future Shock #1),C-18,L-05,P-35,A-118,5
B-553,Nightstruck: A Novel,C-18,L-02,P-40,A-332,5
B-554,Tell the Wolves I'm Home,C-18,L-02,P-16,A-179,3
B-555,"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",C-18,L-02,P-21,A-203,2
B-556,Where She Went (If I Stay #2),C-18,L-07,P-24,A-265,1
B-557,Two Summers,C-18,L-05,P-53,A-214,8
B-558,The Darkest Corners,C-18,L-04,P-25,A-128,3
B-559,Tell Me Three Things,C-18,L-02,P-08,A-209,6
B-560,Lola and the Boy Next Door (Anna and the French Kiss #2),C-18,L-04,P-13,A-242,9
B-561,Kill the Boy Band,C-18,L-07,P-56,A-26,4
B-562,Isla and the Happily Ever After (Anna and the French Kiss #3),C-18,L-03,P-43,A-97,10
B-563,An Abundance of Katherines,C-18,L-07,P-05,A-333,8
B-564,Harry Potter and the Prisoner of Azkaban (Harry Potter #3),C-18,L-02,P-03,A-288,7
B-565,Walk the Edge (Thunder Road #2),C-18,L-07,P-30,A-214,4
B-566,Two Boys Kissing,C-18,L-02,P-24,A-117,6
B-567,The New Guy (and Other Senior Year Distractions),C-18,L-03,P-45,A-31,5
B-568,"The Land of 10,000 Madonnas",C-18,L-01,P-13,A-157,8
B-569,Scarlet (The Lunar Chronicles #2),C-18,L-06,P-27,A-306,1
B-570,Legend (Legend #1),C-18,L-07,P-54,A-56,9
B-571,Lady Renegades (Rebel Belle #3),C-18,L-06,P-20,A-202,2
B-572,Golden (Heart of Dread #3),C-18,L-05,P-22,A-163,10
B-573,Cinder (The Lunar Chronicles #1),C-18,L-07,P-24,A-227,9
B-574,Boy Meets Boy,C-18,L-04,P-38,A-267,5
B-575,Annie on My Mind,C-18,L-04,P-08,A-230,2
B-576,New Moon (Twilight #2),C-18,L-05,P-26,A-130,4
B-577,Girl Online On Tour (Girl Online #2),C-18,L-01,P-23,A-358,3
B-578,The Haters,C-18,L-04,P-37,A-151,10
B-579,The Art of Not Breathing,C-18,L-01,P-54,A-143,8
B-580,The Most Perfect Thing: Inside (and Outside) a Bird's Egg,C-19,L-05,P-20,A-173,4
B-581,Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine,C-19,L-05,P-52,A-299,3
B-582,Sorting the Beef from the Bull: The Science of Food Fraud Forensics,C-19,L-08,P-40,A-243,1
B-583,Tipping Point for Planet Earth: How Close Are We to the Edge?,C-19,L-03,P-12,A-141,5
B-584,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",C-19,L-06,P-05,A-45,9
B-585,Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,C-19,L-04,P-39,A-97,8
B-586,The Origin of Species,C-19,L-01,P-40,A-12,6
B-587,The Grand Design,C-19,L-04,P-28,A-234,4
B-588,Peak: Secrets from the New Science of Expertise,C-19,L-06,P-27,A-33,1
B-589,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",C-19,L-02,P-56,A-38,5
B-590,"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",C-19,L-02,P-47,A-340,6
B-591,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",C-19,L-06,P-25,A-153,8
B-592,Seven Brief Lessons on Physics,C-19,L-02,P-01,A-336,7
B-593,The Selfish Gene,C-19,L-02,P-36,A-97,9
B-594,A Light in the Attic,C-20,L-05,P-13,A-263,1
B-595,The Black Maria,C-20,L-07,P-04,A-159,7
B-596,Shakespeare's Sonnets,C-20,L-02,P-12,A-125,8
B-597,Olio,C-20,L-02,P-16,A-345,4
B-598,You can't bury them all: Poems,C-20,L-07,P-12,A-11,6
B-599,Slow States of Collapse: Poems,C-20,L-06,P-31,A-335,10
B-600,Untitled Collection: Sabbath Poems 2014,C-20,L-07,P-15,A-198,2
B-601,Poems That Make Grown Women Cry,C-20,L-01,P-41,A-331,10
B-602,Night Sky with Exit Wounds,C-20,L-06,P-01,A-192,5
B-603,salt.,C-20,L-02,P-59,A-220,8
B-604,"Quarter Life Poetry: Poems for the Young, Broke and Hangry",C-20,L-02,P-36,A-318,5
B-605,Out of Print: City Lights Spotlight No. 14,C-20,L-03,P-54,A-357,9
B-606,Les Fleurs du Mal,C-20,L-05,P-07,A-10,2
B-607,Howl and Other Poems,C-20,L-01,P-07,A-207,8
B-608,Leave This Song Behind: Teen Poetry at Its Best,C-20,L-02,P-41,A-51,7
B-609,The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),C-20,L-08,P-56,A-29,3
B-610,The Crossover,C-20,L-01,P-10,A-188,8
B-611,Booked,C-20,L-07,P-22,A-246,10
B-612,Twenty Love Poems and a Song of Despair,C-20,L-06,P-34,A-200,1
B-613,"Vampire Knight, Vol. 1 (Vampire Knight #1)",C-21,L-01,P-36,A-100,7
B-614,Wall and Piece,C-22,L-06,P-47,A-218,5
B-615,Feathers: Displays of Brilliant Plumage,C-22,L-03,P-13,A-190,7
B-616,Art and Fear: Observations on the Perils (and Rewards) of Artmaking,C-22,L-07,P-09,A-305,7
B-617,The New Drawing on the Right Side of the Brain,C-22,L-02,P-45,A-136,3
B-618,History of Beauty,C-22,L-04,P-38,A-188,2
B-619,The Story of Art,C-22,L-07,P-60,A-35,5
B-620,The Art Book,C-22,L-06,P-45,A-315,9
B-621,Ways of Seeing,C-22,L-08,P-07,A-139,4
B-622,The Lucifer Effect: Understanding How Good People Turn Evil,C-23,L-04,P-57,A-330,3
B-623,The Golden Condom: And Other Essays on Love Lost and Found,C-23,L-05,P-28,A-131,9
B-624,It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,C-23,L-02,P-56,A-266,1
B-625,An Unquiet Mind: A Memoir of Moods and Madness,C-23,L-07,P-30,A-113,2
B-626,"Thinking, Fast and Slow",C-23,L-05,P-06,A-364,6
B-627,Civilization and Its Discontents,C-23,L-07,P-01,A-297,9
B-628,8 Keys to Mental Health Through Exercise,C-23,L-04,P-46,A-99,7
B-629,The Argonauts,C-24,L-08,P-11,A-179,10
B-630,M Train,C-24,L-03,P-09,A-12,9
B-631,Lab Girl,C-24,L-02,P-57,A-162,4
B-632,Approval Junkie: Adventures in Caring Too Much,C-24,L-01,P-08,A-05,4
B-633,Running with Scissors,C-24,L-01,P-23,A-124,2
B-634,Me Talk Pretty One Day,C-24,L-04,P-10,A-22,10
B-635,Lust & Wonder,C-24,L-02,P-40,A-320,7
B-636,Life Without a Recipe,C-24,L-07,P-12,A-94,4
B-637,A Heartbreaking Work of Staggering Genius,C-24,L-01,P-40,A-13,7
B-638,Catastrophic Happiness: Finding Joy in Childhood's Messy Years,C-25,L-05,P-04,A-341,7
B-639,Fifty Shades Freed (Fifty Shades #3),C-26,L-02,P-01,A-165,9
B-640,The Long Haul (Diary of a Wimpy Kid #9),C-27,L-04,P-37,A-120,2
B-641,Old School (Diary of a Wimpy Kid #10),C-27,L-07,P-37,A-117,7
B-642,I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,C-27,L-01,P-45,A-34,3
B-643,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",C-27,L-06,P-25,A-312,8
B-644,Dress Your Family in Corduroy and Denim,C-27,L-02,P-10,A-223,4
B-645,Toddlers Are A**holes: It's Not Your Fault,C-27,L-02,P-38,A-174,6
B-646,When You Are Engulfed in Flames,C-27,L-05,P-35,A-192,6
B-647,Naked,C-27,L-03,P-15,A-259,8
B-648,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",C-27,L-08,P-37,A-223,4
B-649,Holidays on Ice,C-27,L-02,P-06,A-334,5
B-650,Security,C-28,L-08,P-18,A-292,2
B-651,Follow You Home,C-28,L-01,P-31,A-194,6
B-652,The Loney,C-28,L-03,P-02,A-106,3
B-653,Pet Sematary,C-28,L-05,P-53,A-288,5
B-654,Doctor Sleep (The Shining #2),C-28,L-05,P-06,A-240,5
B-655,Psycho: Sanitarium (Psycho #1.5),C-28,L-05,P-27,A-360,4
B-656,Can You Keep a Secret? (Fear Street Relaunch #4),C-28,L-04,P-30,A-71,4
B-657,Red Dragon (Hannibal Lecter #1),C-28,L-08,P-08,A-221,5
B-658,Dracula the Un-Dead,C-28,L-01,P-28,A-106,10
B-659,Night Shift (Night Shift #1-20),C-28,L-08,P-56,A-105,1
B-660,Needful Things,C-28,L-01,P-25,A-94,1
B-661,Misery,C-28,L-03,P-27,A-41,1
B-662,It,C-28,L-02,P-51,A-130,3
B-663,'Salem's Lot,C-28,L-04,P-11,A-218,3
B-664,The Stand,C-28,L-06,P-22,A-06,1
B-665,The Girl with All the Gifts,C-28,L-01,P-48,A-06,2
B-666,House of Leaves,C-28,L-07,P-55,A-118,3
B-667,Sapiens: A Brief History of Humankind,C-29,L-01,P-15,A-364,6
B-668,"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",C-29,L-08,P-35,A-149,9
B-669,The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,C-29,L-01,P-49,A-272,8
B-670,"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",C-29,L-07,P-10,A-83,5
B-671,Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,C-29,L-08,P-47,A-120,1
B-672,Zealot: The Life and Times of Jesus of Nazareth,C-29,L-04,P-44,A-97,2
B-673,A Distant Mirror: The Calamitous 14th Century,C-29,L-01,P-32,A-193,9
B-674,1491: New Revelations of the Americas Before Columbus,C-29,L-06,P-38,A-336,7
B-675,Brilliant Beacons: A History of the American Lighthouse,C-29,L-07,P-32,A-276,3
B-676,"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",C-29,L-08,P-39,A-176,1
B-677,A Short History of Nearly Everything,C-29,L-06,P-41,A-362,8
B-678,The Rise and Fall of the Third Reich: A History of Nazi Germany,C-29,L-03,P-58,A-165,1
B-679,Catherine the Great: Portrait of a Woman,C-29,L-03,P-10,A-318,4
B-680,The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,C-29,L-05,P-25,A-51,4
